FIR,minLat,maxLat,minLon,maxLon,ownNavdata,SidStarAirports,AirportRWY,Airac
"LOVV","40","51","6","23","False","LZIB, EDDM, LJLJ, LO","LOW, LOX, LOAN, LOAV, LOIJ, LOWZ, EDDM, LJLJ","2502"
