Entrytype,ICAO,Length,Width,Ident1,Course1,Elev1,LAT1,LON1,Ident2,Course2,Elev2,LAT2,LON2
"Custom","LOWI","6562","148","08C","77","1907","47.2589","11.3317","26C","257","1894","47.2616","11.357"
